"NDB_No","Nutrient","Nutr_Val","Units"
"28347",Vitamin C,0.3,mg
"28349",Vitamin C,0.0,mg
"28397",Vitamin C,0.1,mg
"31023",Vitamin C,7.5,mg
"31032",Vitamin C,3.9,mg
"31033",Vitamin C,0.0,mg
"31034",Vitamin C,12.3,mg
"31035",Vitamin C,10.1,mg
"36041",Vitamin C,0.7,mg
"36403",Vitamin C,0.7,mg
"36409",Vitamin C,0.0,mg
"36410",Vitamin C,0.1,mg
"36411",Vitamin C,0.2,mg
"36412",Vitamin C,16.4,mg
"36417",Vitamin C,0.1,mg
"36418",Vitamin C,0.0,mg
"36602",Vitamin C,3.8,mg
"36603",Vitamin C,11.6,mg
"36618",Vitamin C,1.6,mg
"36619",Vitamin C,7.1,mg
"36624",Vitamin C,7.2,mg
"36629",Vitamin C,0.9,mg
"36633",Vitamin C,1.0,mg
"42063",Vitamin C,0.0,mg
"42116",Vitamin C,0.4,mg
"42117",Vitamin C,0.0,mg
"42135",Vitamin C,0.0,mg
"42137",Vitamin C,0.6,mg
"42138",Vitamin C,0.0,mg
"42151",Vitamin C,0.0,mg
"42153",Vitamin C,0.0,mg
"42157",Vitamin C,0.0,mg
"42178",Vitamin C,0.0,mg
"42186",Vitamin C,0.0,mg
"42189",Vitamin C,1.5,mg
"42192",Vitamin C,0.5,mg
"42196",Vitamin C,0.2,mg
"42200",Vitamin C,0.0,mg
"42230",Vitamin C,0.0,mg
"42231",Vitamin C,0.0,mg
"42236",Vitamin C,20.0,mg
"42237",Vitamin C,0.0,mg
"42240",Vitamin C,0.0,mg
"42256",Vitamin C,0.0,mg
"42259",Vitamin C,0.3,mg
"42261",Vitamin C,0.2,mg
"42265",Vitamin C,0.5,mg
"42289",Vitamin C,0.0,mg
"42290",Vitamin C,1.0,mg
"42297",Vitamin C,0.1,mg
"43015",Vitamin C,0.3,mg
"43016",Vitamin C,0.0,mg
"43017",Vitamin C,0.2,mg
"43019",Vitamin C,8.1,mg
"43021",Vitamin C,0.0,mg
"43031",Vitamin C,1.4,mg
"43060",Vitamin C,0.0,mg
"43109",Vitamin C,0.0,mg
"43112",Vitamin C,1.7,mg
"43114",Vitamin C,0.0,mg
"43128",Vitamin C,0.0,mg
"43130",Vitamin C,0.0,mg
"43131",Vitamin C,0.0,mg
"43132",Vitamin C,0.0,mg
"43134",Vitamin C,0.0,mg
"43137",Vitamin C,0.0,mg
"43142",Vitamin C,0.0,mg
"43143",Vitamin C,0.7,mg
"43144",Vitamin C,0.0,mg
"43146",Vitamin C,0.0,mg
"43214",Vitamin C,0.0,mg
"43215",Vitamin C,0.6,mg
"43218",Vitamin C,8.7,mg
"43241",Vitamin C,0.6,mg
"43245",Vitamin C,0.0,mg
"43278",Vitamin C,0.0,mg
"43282",Vitamin C,2.3,mg
"43283",Vitamin C,2.3,mg
"43287",Vitamin C,2.9,mg
"43299",Vitamin C,0.0,mg
"43312",Vitamin C,3.8,mg
"43331",Vitamin C,8.8,mg
"43355",Vitamin C,0.0,mg
"43365",Vitamin C,27.7,mg
"43382",Vitamin C,9.3,mg
"43387",Vitamin C,15.5,mg
"43392",Vitamin C,8.0,mg
"43393",Vitamin C,0.0,mg
"43410",Vitamin C,0.0,mg
"43476",Vitamin C,2.5,mg
"43483",Vitamin C,0.0,mg
"43495",Vitamin C,120.0,mg
"43543",Vitamin C,0.0,mg
"43570",Vitamin C,0.0,mg
"44005",Vitamin C,0.0,mg
"80200",Vitamin C,0.0,mg
"90240",Vitamin C,0.0,mg
"90560",Vitamin C,0.0,mg
"93600",Vitamin C,0.0,mg
"01004",Riboflavin,0.38,mg
"01005",Riboflavin,0.35,mg
"01006",Riboflavin,0.52,mg
"01007",Riboflavin,0.48,mg
"01009",Riboflavin,0.42,mg
"01011",Riboflavin,0.37,mg
"01012",Riboflavin,0.16,mg
"01017",Riboflavin,0.23,mg
"01018",Riboflavin,0.38,mg
"01019",Riboflavin,0.84,mg
"01020",Riboflavin,0.2,mg
"01022",Riboflavin,0.33,mg
"01023",Riboflavin,0.27,mg
"01024",Riboflavin,0.5,mg
"01025",Riboflavin,0.39,mg
"01026",Riboflavin,0.28,mg
"01028",Riboflavin,0.3,mg
"01030",Riboflavin,0.32,mg
"01033",Riboflavin,0.33,mg
"01034",Riboflavin,0.24,mg
"01035",Riboflavin,0.32,mg
"01036",Riboflavin,0.19,mg
"01038",Riboflavin,0.37,mg
"01040",Riboflavin,0.3,mg
"01043",Riboflavin,0.35,mg
"01044",Riboflavin,0.27,mg
"01054",Riboflavin,0.06,mg
"01055",Riboflavin,0.14,mg
"01057",Riboflavin,0.19,mg
"01089",Riboflavin,0.1,mg
"01095",Riboflavin,0.41,mg
"01107",Riboflavin,0.03,mg
"01115",Riboflavin,2.2,mg
"01116",Riboflavin,0.14,mg
"01117",Riboflavin,0.21,mg
"01118",Riboflavin,0.23,mg
"01124",Riboflavin,0.43,mg
"01125",Riboflavin,0.52,mg
"01128",Riboflavin,0.49,mg
"01129",Riboflavin,0.51,mg
"01130",Riboflavin,0.38,mg
"01131",Riboflavin,0.38,mg
"01132",Riboflavin,0.37,mg
"01138",Riboflavin,0.4,mg
"01139",Riboflavin,0.38,mg
"01140",Riboflavin,0.79,mg
"01144",Riboflavin,1.76,mg
"01156",Riboflavin,1.19,mg
"01157",Riboflavin,0.67,mg
"01159",Riboflavin,0.38,mg
"01178",Riboflavin,0.24,mg
"01179",Riboflavin,0.12,mg
"01180",Riboflavin,0.15,mg
"01185",Riboflavin,0.05,mg
"01200",Riboflavin,0.61,mg
"01223",Riboflavin,0.85,mg
"01225",Riboflavin,0.4,mg
"01230",Riboflavin,0.17,mg
"01236",Riboflavin,0.18,mg
"01237",Riboflavin,0.26,mg
"01238",Riboflavin,0.14,mg
"01239",Riboflavin,0.03,mg
"01240",Riboflavin,0.25,mg
"01243",Riboflavin,0.12,mg
"01244",Riboflavin,0.12,mg
"01251",Riboflavin,0.31,mg
"01256",Riboflavin,0.27,mg
"01263",Riboflavin,0.12,mg
"01270",Riboflavin,0.43,mg
"01287",Riboflavin,0.23,mg
"01289",Riboflavin,0.13,mg
"01290",Riboflavin,0.21,mg
"01293",Riboflavin,0.27,mg
"01300",Riboflavin,0.23,mg
"01301",Riboflavin,0.21,mg
"01302",Riboflavin,0.2,mg
"01305",Riboflavin,0.22,mg
"01306",Riboflavin,0.2,mg
"04001",Riboflavin,0.0,mg
"04002",Riboflavin,0.0,mg
"04013",Riboflavin,0.0,mg
"04015",Riboflavin,0.04,mg
"04016",Riboflavin,0.0,mg
"04017",Riboflavin,0.05,mg
"04018",Riboflavin,0.03,mg
"04020",Riboflavin,0.05,mg
"04021",Riboflavin,0.008,mg
"04022",Riboflavin,0.01,mg
"04025",Riboflavin,0.01,mg
"04027",Riboflavin,0.0,mg
"04038",Riboflavin,0.0,mg
"04042",Riboflavin,0.0,mg
"04044",Riboflavin,0.0,mg
"04047",Riboflavin,0.0,mg
"04053",Riboflavin,0.0,mg
"04058",Riboflavin,0.0,mg
"04114",Riboflavin,0.0,mg
"04120",Riboflavin,0.05,mg
"04135",Riboflavin,0.0,mg
"04367",Riboflavin,0.02,mg
"04502",Riboflavin,0.0,mg
"04506",Riboflavin,0.0,mg
"04511",Riboflavin,0.0,mg
"04513",Riboflavin,0.0,mg
"04518",Riboflavin,0.0,mg
"04520",Riboflavin,0.0,mg
"04528",Riboflavin,0.0,mg
"04529",Riboflavin,0.0,mg
"04539",Riboflavin,0.1,mg
"04542",Riboflavin,0.0,mg
"04554",Riboflavin,0.0,mg
"04574",Riboflavin,0.0,mg
"04575",Riboflavin,0.0,mg
"04582",Riboflavin,0.0,mg
"04601",Riboflavin,0.07,mg
"04602",Riboflavin,0.07,mg
"04609",Riboflavin,0.0,mg
"04610",Riboflavin,0.03,mg
"04611",Riboflavin,0.0,mg
"04612",Riboflavin,0.02,mg
"04615",Riboflavin,0.0,mg
"04631",Riboflavin,0.0,mg
"04633",Riboflavin,0.0,mg
"04635",Riboflavin,0.04,mg
"04636",Riboflavin,0.05,mg
"04639",Riboflavin,0.08,mg
"04641",Riboflavin,0.0,mg
"04652",Riboflavin,0.0,mg
"04659",Riboflavin,0.0,mg
"04666",Riboflavin,0.0,mg
"04679",Riboflavin,0.0,mg
"04686",Riboflavin,0.01,mg
"04703",Riboflavin,0.02,mg
"04704",Riboflavin,0.05,mg
"04705",Riboflavin,0.009,mg
"04706",Riboflavin,0.02,mg
"04708",Riboflavin,0.0,mg
"04709",Riboflavin,0.03,mg
"05009",Riboflavin,0.16,mg
"05013",Riboflavin,0.17,mg
"05028",Riboflavin,1.99,mg
"05060",Riboflavin,0.11,mg
"05064",Riboflavin,0.11,mg
"05103",Riboflavin,0.15,mg
"05140",Riboflavin,0.26,mg
"05142",Riboflavin,0.47,mg
"05147",Riboflavin,0.32,mg
"05166",Riboflavin,0.28,mg
"05168",Riboflavin,0.28,mg
"05220",Riboflavin,0.2,mg
"05277",Riboflavin,0.12,mg
"05284",Riboflavin,0.17,mg
"05306",Riboflavin,0.21,mg
"05324",Riboflavin,0.07,mg
"05327",Riboflavin,0.09,mg
"05642",Riboflavin,0.26,mg
"06008",Riboflavin,0.02,mg
"06015",Riboflavin,0.06,mg
"06018",Riboflavin,0.02,mg
"06022",Riboflavin,0.04,mg
"06024",Riboflavin,0.09,mg
"06027",Riboflavin,0.02,mg
"06039",Riboflavin,0.04,mg
"06050",Riboflavin,0.03,mg
"06067",Riboflavin,0.04,mg
"06070",Riboflavin,0.06,mg
"06112",Riboflavin,0.07,mg
"06116",Riboflavin,0.03,mg
"06119",Riboflavin,0.05,mg
"06125",Riboflavin,0.08,mg
"06150",Riboflavin,0.05,mg
"06164",Riboflavin,0.03,mg
"06165",Riboflavin,0.18,mg
"06166",Riboflavin,0.18,mg
"06167",Riboflavin,0.19,mg
"06169",Riboflavin,0.08,mg
"06175",Riboflavin,0.21,mg
"06176",Riboflavin,0.12,mg
"06179",Riboflavin,0.05,mg
"06194",Riboflavin,0.05,mg
"06208",Riboflavin,0.01,mg
"06618",Riboflavin,0.04,mg
"06749",Riboflavin,0.01,mg
"06931",Riboflavin,0.06,mg
"06961",Riboflavin,0.09,mg
"06962",Riboflavin,0.03,mg
"06963",Riboflavin,0.03,mg
"06971",Riboflavin,0.13,mg
"06972",Riboflavin,0.07,mg
"06980",Riboflavin,0.09,mg
"07010",Riboflavin,0.15,mg
"07013",Riboflavin,0.3,mg
"07019",Riboflavin,0.3,mg
"07057",Riboflavin,0.25,mg
"07072",Riboflavin,0.19,mg
"07081",Riboflavin,0.14,mg
"07089",Riboflavin,0.23,mg
"07919",Riboflavin,0.16,mg
"07956",Riboflavin,0.15,mg
"07974",Riboflavin,0.18,mg
"08001",Riboflavin,2.71,mg
"08002",Riboflavin,1.4,mg
"08003",Riboflavin,1.52,mg
"08005",Riboflavin,1.42,mg
"08010",Riboflavin,1.82,mg
"08011",Riboflavin,1.8,mg
"08012",Riboflavin,1.73,mg
"08013",Riboflavin,0.1,mg
"08014",Riboflavin,1.37,mg
"08015",Riboflavin,1.5,mg
"08017",Riboflavin,1.6,mg
"08018",Riboflavin,1.73,mg
"08019",Riboflavin,1.39,mg
"08020",Riboflavin,1.52,mg
"08023",Riboflavin,0.87,mg
"08025",Riboflavin,1.28,mg
"08028",Riboflavin,5.86,mg
"08029",Riboflavin,1.4,mg
"08030",Riboflavin,1.47,mg
"08031",Riboflavin,0.73,mg
"08032",Riboflavin,1.42,mg
"08034",Riboflavin,1.57,mg
"08035",Riboflavin,1.4,mg
"08037",Riboflavin,0.35,mg
"08038",Riboflavin,0.12,mg
"08039",Riboflavin,1.5,mg
"08045",Riboflavin,1.86,mg
"08046",Riboflavin,1.33,mg
"08047",Riboflavin,1.42,mg
"08048",Riboflavin,2.0,mg
"08049",Riboflavin,1.49,mg
"08050",Riboflavin,1.72,mg
"08054",Riboflavin,0.28,mg
"08057",Riboflavin,1.29,mg
"08058",Riboflavin,5.67,mg
"08059",Riboflavin,1.73,mg
"08060",Riboflavin,1.08,mg
"08061",Riboflavin,0.7,mg
"08064",Riboflavin,1.6,mg
"08065",Riboflavin,1.29,mg
"08066",Riboflavin,0.26,mg
"08067",Riboflavin,1.91,mg
"08068",Riboflavin,1.42,mg
"08069",Riboflavin,1.73,mg
"08071",Riboflavin,1.57,mg
"08073",Riboflavin,1.6,mg
"08074",Riboflavin,1.51,mg
"08078",Riboflavin,1.89,mg
"08081",Riboflavin,0.7,mg
"08082",Riboflavin,0.9,mg
"08083",Riboflavin,2.74,mg
"08084",Riboflavin,0.82,mg
"08085",Riboflavin,0.69,mg
"08087",Riboflavin,1.5,mg
"08089",Riboflavin,3.1,mg
"08090",Riboflavin,0.33,mg
"08101",Riboflavin,0.01,mg
"08104",Riboflavin,0.56,mg
"08106",Riboflavin,1.21,mg
"08121",Riboflavin,0.01,mg
"08123",Riboflavin,0.21,mg
"08138",Riboflavin,1.41,mg
"08146",Riboflavin,0.39,mg
"08147",Riboflavin,0.09,mg
"08148",Riboflavin,0.09,mg
"08159",Riboflavin,0.32,mg
"08189",Riboflavin,0.87,mg
"08191",Riboflavin,0.82,mg
"08192",Riboflavin,0.8,mg
"08194",Riboflavin,1.5,mg
"08200",Riboflavin,0.18,mg
"08202",Riboflavin,0.1,mg
"08204",Riboflavin,1.49,mg
"08206",Riboflavin,1.41,mg
"08211",Riboflavin,0.57,mg
"08214",Riboflavin,0.85,mg
"08216",Riboflavin,0.82,mg
"08218",Riboflavin,0.26,mg
"08220",Riboflavin,0.2,mg
"08239",Riboflavin,1.6,mg
"08243",Riboflavin,0.7,mg
"08244",Riboflavin,1.39,mg
"08245",Riboflavin,0.1,mg
"08259",Riboflavin,2.04,mg
"08261",Riboflavin,0.89,mg
"08262",Riboflavin,0.8,mg
"08263",Riboflavin,1.39,mg
"08267",Riboflavin,1.6,mg
"08268",Riboflavin,1.29,mg
"08270",Riboflavin,1.6,mg
"08271",Riboflavin,1.6,mg
"08272",Riboflavin,2.06,mg
"08273",Riboflavin,1.29,mg
"08274",Riboflavin,0.89,mg
"08277",Riboflavin,0.1,mg
"08284",Riboflavin,0.71,mg
"08286",Riboflavin,0.76,mg
"08288",Riboflavin,1.41,mg
"08290",Riboflavin,0.6,mg
"08305",Riboflavin,1.4,mg
"08309",Riboflavin,1.5,mg
"08318",Riboflavin,3.4,mg
"08346",Riboflavin,1.41,mg
"08349",Riboflavin,1.33,mg
"08376",Riboflavin,1.47,mg
"08380",Riboflavin,0.8,mg
"08383",Riboflavin,1.91,mg
"08386",Riboflavin,0.02,mg
"08387",Riboflavin,0.07,mg
"08388",Riboflavin,0.14,mg
"08390",Riboflavin,0.18,mg
"08393",Riboflavin,0.1,mg
"08409",Riboflavin,1.37,mg
"08435",Riboflavin,0.12,mg
"08462",Riboflavin,0.1,mg
"08469",Riboflavin,1.41,mg
"08484",Riboflavin,0.72,mg
"08494",Riboflavin,1.41,mg
"08495",Riboflavin,1.48,mg
"08500",Riboflavin,0.76,mg
"08501",Riboflavin,2.51,mg
"08513",Riboflavin,1.5,mg
"08531",Riboflavin,1.86,mg
"08538",Riboflavin,0.09,mg
"08543",Riboflavin,1.98,mg
"08544",Riboflavin,0.9,mg
"08550",Riboflavin,1.84,mg
"08553",Riboflavin,1.41,mg
"08554",Riboflavin,0.8,mg
"08560",Riboflavin,0.07,mg
"08571",Riboflavin,0.01,mg
"08579",Riboflavin,1.2,mg
"08582",Riboflavin,1.6,mg
"08583",Riboflavin,1.6,mg
"08584",Riboflavin,1.92,mg
"08586",Riboflavin,1.5,mg
"08588",Riboflavin,1.59,mg
"08592",Riboflavin,1.5,mg
"08593",Riboflavin,1.6,mg
"08594",Riboflavin,1.2,mg
"08595",Riboflavin,1.39,mg
"08596",Riboflavin,0.89,mg
"08598",Riboflavin,1.6,mg
"08599",Riboflavin,0.8,mg
"08602",Riboflavin,1.98,mg
"08603",Riboflavin,1.98,mg
"08610",Riboflavin,0.15,mg
"08633",Riboflavin,0.8,mg
"08635",Riboflavin,1.39,mg
"08637",Riboflavin,1.6,mg
"08643",Riboflavin,2.29,mg
"08655",Riboflavin,1.5,mg
"08656",Riboflavin,0.01,mg
"08657",Riboflavin,0.06,mg
"09003",Riboflavin,0.02,mg
"09004",Riboflavin,0.02,mg
"09009",Riboflavin,0.13,mg
"09011",Riboflavin,0.15,mg
"09016",Riboflavin,0.01,mg
"09019",Riboflavin,0.03,mg
"09021",Riboflavin,0.04,mg
"09022",Riboflavin,0.02,mg
"09027",Riboflavin,0.02,mg
"09032",Riboflavin,0.07,mg
"09036",Riboflavin,0.01,mg
"09037",Riboflavin,0.13,mg
"09040",Riboflavin,0.07,mg
"09041",Riboflavin,0.24,mg
"09042",Riboflavin,0.02,mg
"09043",Riboflavin,0.01,mg
"09044",Riboflavin,0.1,mg
"09046",Riboflavin,0.03,mg
"09048",Riboflavin,0.04,mg
"09050",Riboflavin,0.04,mg
"09052",Riboflavin,0.05,mg
"09057",Riboflavin,0.03,mg
"09059",Riboflavin,0.03,mg
"09060",Riboflavin,0.01,mg
"09063",Riboflavin,0.04,mg
"09066",Riboflavin,0.03,mg
"09070",Riboflavin,0.03,mg
"09074",Riboflavin,0.04,mg
"09078",Riboflavin,0.02,mg
"09079",Riboflavin,0.02,mg
"09081",Riboflavin,0.02,mg
"09084",Riboflavin,0.05,mg
"09085",Riboflavin,0.14,mg
"09087",Riboflavin,0.06,mg
"09089",Riboflavin,0.05,mg
"09092",Riboflavin,0.03,mg
"09094",Riboflavin,0.08,mg
"09105",Riboflavin,0.02,mg
"09111",Riboflavin,0.02,mg
"09128",Riboflavin,0.02,mg
"09131",Riboflavin,0.05,mg
"09132",Riboflavin,0.07,mg
"09134",Riboflavin,0.02,mg
"09135",Riboflavin,0.01,mg
"09139",Riboflavin,0.04,mg
"09143",Riboflavin,0.01,mg
"09148",Riboflavin,0.02,mg
"09149",Riboflavin,0.09,mg
"09150",Riboflavin,0.02,mg
"09152",Riboflavin,0.01,mg
"09153",Riboflavin,0.01,mg
"09159",Riboflavin,0.02,mg
"09160",Riboflavin,0.01,mg
"09161",Riboflavin,0.003,mg
"09163",Riboflavin,0.12,mg
"09164",Riboflavin,0.06,mg
"09165",Riboflavin,0.57,mg
"09167",Riboflavin,0.03,mg
"09176",Riboflavin,0.03,mg
"09178",Riboflavin,0.08,mg
"09181",Riboflavin,0.01,mg
"09183",Riboflavin,0.03,mg
"09184",Riboflavin,0.01,mg
"09190",Riboflavin,0.1,mg
"09191",Riboflavin,0.02,mg
"09193",Riboflavin,0.0,mg
"09195",Riboflavin,0.007,mg
"09200",Riboflavin,0.04,mg
"09206",Riboflavin,0.03,mg
"09207",Riboflavin,0.02,mg
"09209",Riboflavin,0.03,mg
"09218",Riboflavin,0.03,mg
"09219",Riboflavin,0.02,mg
"09221",Riboflavin,0.02,mg
"09226",Riboflavin,0.02,mg
"09229",Riboflavin,0.004,mg
"09232",Riboflavin,0.13,mg
"09233",Riboflavin,0.1,mg
"09236",Riboflavin,0.03,mg
"09237",Riboflavin,0.01,mg
"09241",Riboflavin,0.02,mg
"09246",Riboflavin,0.21,mg
"09251",Riboflavin,0.01,mg
"09252",Riboflavin,0.02,mg
"09253",Riboflavin,0.01,mg
"09257",Riboflavin,0.02,mg
"09259",Riboflavin,0.14,mg
"09262",Riboflavin,0.01,mg
"09263",Riboflavin,0.02,mg
"09266",Riboflavin,0.03,mg
"09267",Riboflavin,0.02,mg
"09270",Riboflavin,0.02,mg
"09277",Riboflavin,0.05,mg
"09278",Riboflavin,0.05,mg
"09279",Riboflavin,0.02,mg
"09281",Riboflavin,0.04,mg
"09284",Riboflavin,0.03,mg
"09286",Riboflavin,0.05,mg
"09291",Riboflavin,0.18,mg
"09294",Riboflavin,0.07,mg
"09297",Riboflavin,0.19,mg
"09298",Riboflavin,0.12,mg
"09302",Riboflavin,0.03,mg
"09304",Riboflavin,0.03,mg
"09307",Riboflavin,0.03,mg
"09309",Riboflavin,0.02,mg
"09315",Riboflavin,0.05,mg
"09316",Riboflavin,0.02,mg
"09317",Riboflavin,0.03,mg
"09322",Riboflavin,0.15,mg
"09326",Riboflavin,0.02,mg
"09328",Riboflavin,0.0,mg
"09340",Riboflavin,0.01,mg
"09352",Riboflavin,0.13,mg
"09409",Riboflavin,0.02,mg
"09426",Riboflavin,0.0,mg
"09434",Riboflavin,0.01,mg
"09436",Riboflavin,0.003,mg
"09442",Riboflavin,0.01,mg
"09508",Riboflavin,0.09,mg
"09513",Riboflavin,0.08,mg
"09515",Riboflavin,0.08,mg
"09516",Riboflavin,0.05,mg
"09519",Riboflavin,0.005,mg
"09530",Riboflavin,0.05,mg
"09531",Riboflavin,0.05,mg
"10007",Riboflavin,0.2,mg
"10022",Riboflavin,0.32,mg
"10026",Riboflavin,0.33,mg
"10089",Riboflavin,0.38,mg
"10136",Riboflavin,0.33,mg
"10182",Riboflavin,0.24,mg
"10220",Riboflavin,0.22,mg
"10862",Riboflavin,0.23,mg
"10998",Riboflavin,0.18,mg
"11001",Riboflavin,0.12,mg
"11008",Riboflavin,0.08,mg
"11011",Riboflavin,0.14,mg
"11012",Riboflavin,0.13,mg
"11015",Riboflavin,0.1,mg
"11023",Riboflavin,0.28,mg
"11025",Riboflavin,0.05,mg
"11026",Riboflavin,0.07,mg
"11028",Riboflavin,0.02,mg
"11032",Riboflavin,0.09,mg
"11043",Riboflavin,0.12,mg
"11050",Riboflavin,0.05,mg
"11052",Riboflavin,0.1,mg
"11053",Riboflavin,0.09,mg
"11056",Riboflavin,0.04,mg
"11080",Riboflavin,0.04,mg
"11081",Riboflavin,0.04,mg
"11084",Riboflavin,0.04,mg
"11086",Riboflavin,0.22,mg
"11087",Riboflavin,0.28,mg
"11090",Riboflavin,0.11,mg
"11091",Riboflavin,0.12,mg
"11096",Riboflavin,0.12,mg
"11097",Riboflavin,0.14,mg
"11098",Riboflavin,0.09,mg
"11099",Riboflavin,0.08,mg
"11104",Riboflavin,0.03,mg
"11105",Riboflavin,0.05,mg
"11109",Riboflavin,0.04,mg
"11110",Riboflavin,0.03,mg
"11112",Riboflavin,0.06,mg
"11113",Riboflavin,0.06,mg
"11114",Riboflavin,0.03,mg
"11117",Riboflavin,0.06,mg
"11118",Riboflavin,0.21,mg
"11119",Riboflavin,0.05,mg
"11124",Riboflavin,0.05,mg
"11125",Riboflavin,0.04,mg
"11128",Riboflavin,0.03,mg
"11134",Riboflavin,0.04,mg
"11135",Riboflavin,0.06,mg
"11136",Riboflavin,0.05,mg
"11141",Riboflavin,0.06,mg
"11143",Riboflavin,0.05,mg
"11144",Riboflavin,0.07,mg
"11147",Riboflavin,0.09,mg
"11148",Riboflavin,0.08,mg
"11149",Riboflavin,0.02,mg
"11152",Riboflavin,0.1,mg
"11156",Riboflavin,0.11,mg
"11158",Riboflavin,0.16,mg
"11161",Riboflavin,0.13,mg
"11162",Riboflavin,0.1,mg
"11165",Riboflavin,0.16,mg
"11168",Riboflavin,0.05,mg
"11172",Riboflavin,0.08,mg
"11192",Riboflavin,0.14,mg
"11203",Riboflavin,0.26,mg
"11204",Riboflavin,0.16,mg
"11205",Riboflavin,0.03,mg
"11206",Riboflavin,0.02,mg
"11207",Riboflavin,0.26,mg
"11208",Riboflavin,0.17,mg
"11209",Riboflavin,0.03,mg
"11210",Riboflavin,0.02,mg
"11212",Riboflavin,0.15,mg
"11213",Riboflavin,0.07,mg
"11214",Riboflavin,0.06,mg
"11215",Riboflavin,0.11,mg
"11216",Riboflavin,0.03,mg
"11223",Riboflavin,0.5,mg
"11226",Riboflavin,0.06,mg
"11232",Riboflavin,0.19,mg
"11234",Riboflavin,0.07,mg
"11241",Riboflavin,0.02,mg
"11242",Riboflavin,0.02,mg
"11245",Riboflavin,0.26,mg
"11246",Riboflavin,0.03,mg
"11250",Riboflavin,0.06,mg
"11251",Riboflavin,0.06,mg
"11252",Riboflavin,0.02,mg
"11253",Riboflavin,0.08,mg
"11255",Riboflavin,0.01,mg
"11261",Riboflavin,0.3,mg
"11264",Riboflavin,0.02,mg
"11268",Riboflavin,1.27,mg
"11269",Riboflavin,0.17,mg
"11270",Riboflavin,0.11,mg
"11271",Riboflavin,0.06,mg
"11278",Riboflavin,0.06,mg
"11279",Riboflavin,0.05,mg
"11280",Riboflavin,0.1,mg
"11282",Riboflavin,0.02,mg
"11291",Riboflavin,0.08,mg
"11292",Riboflavin,0.02,mg
"11296",Riboflavin,0.11,mg
"11297",Riboflavin,0.09,mg
"11299",Riboflavin,0.05,mg
"11300",Riboflavin,0.08,mg
"11301",Riboflavin,0.07,mg
"11304",Riboflavin,0.13,mg
"11305",Riboflavin,0.14,mg
"11323",Riboflavin,0.06,mg
"11327",Riboflavin,0.06,mg
"11329",Riboflavin,0.05,mg
"11333",Riboflavin,0.02,mg
"11334",Riboflavin,0.03,mg
"11344",Riboflavin,0.17,mg
"11345",Riboflavin,0.16,mg
"11349",Riboflavin,0.04,mg
"11351",Riboflavin,0.25,mg
"11363",Riboflavin,0.02,mg
"11364",Riboflavin,0.1,mg
"11370",Riboflavin,0.03,mg
"11378",Riboflavin,0.11,mg
"11391",Riboflavin,0.03,mg
"11399",Riboflavin,0.03,mg
"11400",Riboflavin,0.03,mg
"11403",Riboflavin,0.03,mg
"11413",Riboflavin,0.05,mg
"11417",Riboflavin,0.03,mg
"11419",Riboflavin,0.13,mg
"11423",Riboflavin,0.07,mg
"11424",Riboflavin,0.05,mg
"11429",Riboflavin,0.03,mg
"11430",Riboflavin,0.02,mg
"11431",Riboflavin,0.02,mg
"11435",Riboflavin,0.04,mg
"11436",Riboflavin,0.04,mg
"11438",Riboflavin,0.17,mg
"11439",Riboflavin,0.02,mg
"11442",Riboflavin,0.02,mg
"11444",Riboflavin,0.46,mg
"11445",Riboflavin,0.15,mg
"11446",Riboflavin,0.44,mg
"11453",Riboflavin,0.05,mg
"11457",Riboflavin,0.18,mg
"11458",Riboflavin,0.23,mg
"11461",Riboflavin,0.13,mg
"11468",Riboflavin,0.02,mg
"11476",Riboflavin,0.02,mg
"11478",Riboflavin,0.02,mg
"11491",Riboflavin,0.02,mg
"11493",Riboflavin,0.02,mg
"11502",Riboflavin,0.06,mg
"11508",Riboflavin,0.1,mg
"11510",Riboflavin,0.04,mg
"11519",Riboflavin,0.02,mg
"11527",Riboflavin,0.04,mg
"11529",Riboflavin,0.01,mg
"11530",Riboflavin,0.02,mg
"11531",Riboflavin,0.05,mg
"11540",Riboflavin,0.07,mg
"11546",Riboflavin,0.15,mg
"11549",Riboflavin,0.06,mg
"11557",Riboflavin,0.12,mg
"11565",Riboflavin,0.02,mg
"11567",Riboflavin,0.02,mg
"11569",Riboflavin,0.07,mg
"11577",Riboflavin,0.06,mg
"11578",Riboflavin,0.03,mg
"11581",Riboflavin,0.04,mg
"11590",Riboflavin,0.02,mg
"11591",Riboflavin,0.12,mg
"11594",Riboflavin,0.001,mg
"11601",Riboflavin,0.03,mg
"11603",Riboflavin,0.02,mg
"11609",Riboflavin,0.04,mg
"11626",Riboflavin,0.07,mg
"11641",Riboflavin,0.14,mg
"11642",Riboflavin,0.04,mg
"11644",Riboflavin,0.06,mg
"11655",Riboflavin,0.05,mg
"11657",Riboflavin,0.04,mg
"11659",Riboflavin,0.04,mg
"11663",Riboflavin,0.22,mg
"11667",Riboflavin,3.67,mg
"11669",Riboflavin,0.23,mg
"11670",Riboflavin,0.09,mg
"11674",Riboflavin,0.04,mg
"11715",Riboflavin,0.04,mg
"11718",Riboflavin,0.1,mg
"11724",Riboflavin,0.09,mg
"11766",Riboflavin,0.04,mg
"11805",Riboflavin,0.02,mg
"11812",Riboflavin,0.07,mg
"11816",Riboflavin,0.05,mg
"11819",Riboflavin,0.08,mg
